uid,voucher,valid,language,word,categorisation_occurrences,recognition_occurrences
10162,1,1,0,STUDENT,1,1
10162,1,1,0,BUSH,1,1
10162,1,1,0,TEACHER,1,1
10162,1,1,0,PONY,1,1
10162,1,1,0,CLAM,1,1
10162,1,1,0,IVY,1,1
10162,1,1,0,HAMMER,1,1
10162,1,1,0,LAWYER,1,1
10162,1,1,0,PIGEON,1,1
10162,1,1,0,CREATURE,1,1
10162,1,1,0,PILL,1,1
10162,1,1,0,KING,1,1
10162,1,1,0,HAWK,1,1
10162,1,1,0,SOFA,1,1
10162,1,1,0,TROUT,1,1
10162,1,1,0,SHAWL,1,1
10162,1,1,0,MAST,1,1
10162,1,1,0,HERO,1,1
10162,1,1,0,CLOVER,1,1
10162,1,1,0,PORTRAIT,1,1
10162,1,1,0,EAGLE,1,1
10162,1,1,0,NAPKIN,1,1
10162,1,1,0,MENU,1,1
10162,1,1,0,APE,1,1
10162,1,1,0,INN,1,1
10162,1,1,0,GRASS,1,1
10162,1,1,0,GOLF,1,1
10162,1,1,0,STATION,1,1
10162,1,1,0,BEAST,1,1
10162,1,1,0,SHIP,1,1
10162,1,1,0,BARN,1,1
10162,1,1,0,HIGHWAY,1,1
10162,1,1,0,SASH,1,1
10162,1,1,0,CAT,1,1
10162,1,1,0,LAMB,1,1
10162,1,1,0,SEWER,1,1
10162,1,1,0,DOVE,1,1
10162,1,1,0,DANCER,1,1
10162,1,1,0,SONATA,1,1
10162,1,1,0,VASE,1,1
10162,1,1,0,BARREL,1,1
10162,1,1,0,RUG,1,1
100,1,1,0,MINISTER,1,1
100,1,1,0,STATION,1,1
100,1,1,0,RAILROAD,1,1
100,1,1,0,LAWYER,1,1
100,1,1,0,PORTRAIT,1,1
100,1,1,0,INSECT,1,1
100,1,1,0,DOCK,1,1
100,1,1,0,HIGHWAY,1,1
100,1,1,0,PHONE,1,1
100,1,1,0,MAYOR,1,1
100,1,1,0,HERO,1,1
100,1,1,0,SHED,1,1
100,1,1,0,MAST,1,1
100,1,1,0,SASH,1,1
100,1,1,0,CLAM,1,1
100,1,1,0,HAWK,1,1
100,1,1,0,PEDAL,1,1
100,1,1,0,PONY,1,1
100,1,1,0,VASE,1,1
100,1,1,0,PREY,1,1
100,1,1,0,STUDENT,1,1
100,1,1,0,PILL,1,1
100,1,1,0,TOAD,1,1
100,1,1,0,BUSH,1,1
100,1,1,0,BEAST,1,1
100,1,1,0,OTTER,1,1
100,1,1,0,KING,1,1
100,1,1,0,CREATURE,1,1
100,1,1,0,INN,1,1
100,1,1,0,NAPKIN,1,1
100,1,1,0,SEWER,1,1
100,1,1,0,GRASS,1,1
100,1,1,0,HAMMER,1,1
100,1,1,0,PRISON,1,1
100,1,1,0,RADIO,1,1
100,1,1,0,GOLF,1,1
100,1,1,0,SONATA,1,1
100,1,1,0,IVY,1,1
100,1,1,0,RUM,1,1
100,1,1,0,DANCER,1,1
100,1,1,0,APE,1,1
100,1,1,0,MENU,1,1
100,1,1,0,SHIP,1,1
100,1,1,0,SLIPPER,1,1
100,1,1,0,MOUSE,1,1
100,1,1,0,LAMB,1,1
100,1,1,0,BARN,1,1
100,1,1,0,TROUT,1,1
100,1,1,0,TEACHER,1,1
100,1,1,0,EAGLE,1,1
100,1,1,0,ROSE,1,1
100,1,1,0,MEDAL,1,1
100,1,1,0,SOFA,1,1
100,1,1,0,CAT,1,1
100,1,1,0,PIGEON,1,1
100,1,1,0,BARREL,1,1
100,1,1,0,TIE,1,1
100,1,1,0,TENNIS,1,1
100,1,1,0,DOCTOR,1,1
100,1,1,0,TURTLE,1,1
100,1,1,0,CLOVER,1,1
100,1,1,0,STOVE,1,1
100,1,1,0,SHAWL,1,1
100,1,1,0,RUG,1,1
100,1,1,0,DOVE,1,1
100,1,1,0,EASEL,1,1
100,1,1,0,POTATO,1,1
100,1,1,0,HOTEL,1,1
100,1,1,0,OYSTER,1,1
100,1,1,0,MOLE,1,1
100,1,1,0,LION,1,1
100,1,1,0,SKETCH,1,1
100,1,1,0,HOOK,1,1
100,1,1,0,BACTERIA,1,1
100,1,1,0,PYTHON,1,1
100,1,1,0,BEECH,1,1
100,1,1,0,PLANT,1,1
100,1,1,0,FOREST,1,1
100,1,1,0,DEER,1,1
100,1,1,0,SADDLE,1,1
100,1,1,0,BEE,1,1
100,1,1,0,ROOF,1,1
100,1,1,0,UMBRELLA,1,1
100,1,1,0,MAZE,1,1
100,1,1,0,MONKEY,1,1
100,1,1,0,HERB,1,1
100,1,1,0,HOUND,1,1
100,1,1,0,FORT,1,1
100,1,1,0,CELLAR,1,1
100,1,1,0,TORTOISE,1,1
100,1,1,0,WOLF,1,1
100,1,1,0,SOUP,1,1
100,1,1,0,POST,1,1
100,1,1,0,MAP,1,1
100,1,1,0,GIFT,1,1
100,1,1,0,LACE,1,1
100,1,1,0,FLOWER,1,1
100,1,1,0,CIGAR,1,1
100,1,1,0,MOSS,1,1
100,1,1,0,ENGINE,1,1
100,1,1,0,KENNEL,1,1
100,1,1,0,PEN,1,1
100,1,1,0,SHOE,1,1
100,1,1,0,HORSE,1,1
100,1,1,0,VILLAGE,1,1
100,1,1,0,TOY,1,1
100,1,1,0,MINK,1,1
100,1,1,0,RAT,1,1
100,1,1,0,BOTTLE,1,1
100,1,1,0,HOG,1,1
100,1,1,0,BOX,1,1
100,1,1,0,BADGE,1,1
100,1,1,0,PIANO,1,1
100,1,1,0,CORAL,1,1
100,1,1,0,DOLL,1,1
100,1,1,0,BASEMENT,1,1
100,1,1,0,JAM,1,1
100,1,1,0,SHEEP,1,1
100,1,1,0,MARE,1,1
100,1,1,0,CALF,1,1
100,1,1,0,FISH,1,1
100,1,1,0,SEAWEED,1,1
100,1,1,0,WEDDING,1,1
100,1,1,0,MACHINE,1,1
100,1,1,0,DUCK,1,1
100,1,1,0,PIG,1,1
100,1,1,0,TREE,1,1
100,1,1,0,HERD,1,1
100,1,1,0,ORNAMENT,1,1
100,1,1,0,HEN,1,1
10154,1,1,0,EAGLE,1,1
10154,1,1,0,TIE,1,1
10154,1,1,0,MOUSE,1,1
10154,1,1,0,VASE,1,1
10154,1,1,0,SHIP,1,1
10154,1,1,0,DOCTOR,1,1
10154,1,1,0,SHAWL,1,1
10154,1,1,0,SLIPPER,1,1
10154,1,1,0,DANCER,1,1
10154,1,1,0,CREATURE,1,1
10154,1,1,0,BARN,1,1
10154,1,1,0,HAMMER,1,1
10154,1,1,0,SONATA,1,1
10154,1,1,0,PORTRAIT,1,1
10154,1,1,0,TENNIS,1,1
10154,1,1,0,GOLF,1,1
10154,1,1,0,IVY,1,1
10154,1,1,0,STATION,1,1
10154,1,1,0,CAT,1,1
10154,1,1,0,TURTLE,1,1
10154,1,1,0,SHED,1,1
10154,1,1,0,MEDAL,1,1
10154,1,1,0,STUDENT,1,1
10154,1,1,0,RUG,1,1
10154,1,1,0,APE,1,1
10154,1,1,0,PONY,1,1
10154,1,1,0,TEACHER,1,1
10154,1,1,0,BARREL,1,1
10154,1,1,0,INN,1,1
10154,1,1,0,SEWER,1,1
10154,1,1,0,RUM,1,1
10154,1,1,0,BUSH,1,1
10154,1,1,0,CLOVER,1,1
10154,1,1,0,PREY,1,1
10154,1,1,0,RAILROAD,1,1
10154,1,1,0,PILL,1,1
10154,1,1,0,RADIO,1,1
10154,1,1,0,TOAD,1,1
10154,1,1,0,SASH,1,1
10154,1,1,0,HAWK,1,1
10154,1,1,0,TROUT,1,1
10154,1,1,0,SOFA,1,1
10154,1,1,0,CLAM,1,1
10154,1,1,0,PRISON,1,1
10154,1,1,0,HERO,1,1
10154,1,1,0,OTTER,1,1
10154,1,1,0,BEAST,1,1
10154,1,1,0,STOVE,1,1
10154,1,1,0,MAST,1,1
10154,1,1,0,GRASS,1,1
10154,1,1,0,MAYOR,1,1
10154,1,1,0,DOCK,1,1
10154,1,1,0,LAWYER,1,1
10154,1,1,0,NAPKIN,1,1
10154,1,1,0,DOVE,1,1
10154,1,1,0,LAMB,1,1
10154,1,1,0,HIGHWAY,1,1
10154,1,1,0,PEDAL,1,1
10154,1,1,0,MINISTER,1,1
10154,1,1,0,ROSE,1,1
10154,1,1,0,PIGEON,1,1
10154,1,1,0,KING,1,1
10154,1,1,0,INSECT,1,1
10154,1,1,0,PHONE,1,1
10154,1,1,0,MENU,1,1
10154,1,1,0,EASEL,1,1
10154,1,1,0,POTATO,1,1
10154,1,1,0,HOTEL,1,1
10154,1,1,0,OYSTER,1,1
10154,1,1,0,MOLE,1,1
10154,1,1,0,LION,1,1
10154,1,1,0,SKETCH,1,1
10154,1,1,0,HOOK,1,1
10154,1,1,0,BACTERIA,1,1
10154,1,1,0,PYTHON,1,1
10154,1,1,0,BEECH,1,1
10154,1,1,0,PLANT,1,1
10154,1,1,0,FOREST,1,1
10154,1,1,0,DEER,1,1
10154,1,1,0,SADDLE,1,1
10154,1,1,0,BEE,1,1
10154,1,1,0,ROOF,1,1
10154,1,1,0,UMBRELLA,1,1
10154,1,1,0,MAZE,1,1
10154,1,1,0,MONKEY,1,1
10154,1,1,0,HERB,1,1
10154,1,1,0,HOUND,1,1
10154,1,1,0,FORT,1,1
10154,1,1,0,CELLAR,1,1
10154,1,1,0,TORTOISE,1,1
10154,1,1,0,WOLF,1,1
10154,1,1,0,SOUP,1,1
10154,1,1,0,POST,1,1
10154,1,1,0,MAP,1,1
10154,1,1,0,GIFT,1,1
10154,1,1,0,LACE,1,1
10154,1,1,0,FLOWER,1,1
10154,1,1,0,CIGAR,1,1
10154,1,1,0,MOSS,1,1
10154,1,1,0,ENGINE,1,1
10154,1,1,0,KENNEL,1,1
10154,1,1,0,PEN,1,1
10154,1,1,0,SHOE,1,1
10154,1,1,0,HORSE,1,1
10154,1,1,0,VILLAGE,1,1
10154,1,1,0,TOY,1,1
10154,1,1,0,MINK,1,1
10154,1,1,0,RAT,1,1
10154,1,1,0,BOTTLE,1,1
10154,1,1,0,HOG,1,1
10154,1,1,0,BOX,1,1
10154,1,1,0,BADGE,1,1
10154,1,1,0,PIANO,1,1
10154,1,1,0,CORAL,1,1
10154,1,1,0,DOLL,1,1
10154,1,1,0,BASEMENT,1,1
10154,1,1,0,JAM,1,1
10154,1,1,0,SHEEP,1,1
10154,1,1,0,MARE,1,1
10154,1,1,0,CALF,1,1
10154,1,1,0,FISH,1,1
10154,1,1,0,SEAWEED,1,1
10154,1,1,0,WEDDING,1,1
10154,1,1,0,MACHINE,1,1
10154,1,1,0,DUCK,1,1
10154,1,1,0,PIG,1,1
10154,1,1,0,TREE,1,1
10154,1,1,0,HERD,1,1
10154,1,1,0,ORNAMENT,1,1
10154,1,1,0,HEN,1,1
10144,1,1,0,EASEL,1,1
10144,1,1,0,POTATO,1,1
10144,1,1,0,HOTEL,1,1
10144,1,1,0,OYSTER,1,1
10144,1,1,0,MOLE,1,1
10144,1,1,0,LION,1,1
10144,1,1,0,SKETCH,1,1
10144,1,1,0,HOOK,1,1
10144,1,1,0,BACTERIA,1,1
10144,1,1,0,PYTHON,1,1
10144,1,1,0,BEECH,1,1
10144,1,1,0,PLANT,1,1
10144,1,1,0,FOREST,1,1
10144,1,1,0,DEER,1,1
10144,1,1,0,SADDLE,1,1
10144,1,1,0,BEE,1,1
10144,1,1,0,ROOF,1,1
10144,1,1,0,UMBRELLA,1,1
10144,1,1,0,MAZE,1,1
10144,1,1,0,MONKEY,1,1
10144,1,1,0,HERB,1,1
10144,1,1,0,HOUND,1,1
10144,1,1,0,FORT,1,1
10144,1,1,0,CELLAR,1,1
10144,1,1,0,TORTOISE,1,1
10144,1,1,0,WOLF,1,1
10144,1,1,0,SOUP,1,1
10144,1,1,0,POST,1,1
10144,1,1,0,MAP,1,1
10144,1,1,0,GIFT,1,1
10144,1,1,0,LACE,1,1
10144,1,1,0,FLOWER,1,1
10144,1,1,0,CIGAR,1,1
10144,1,1,0,MOSS,1,1
10144,1,1,0,ENGINE,1,1
10144,1,1,0,KENNEL,1,1
10144,1,1,0,PEN,1,1
10144,1,1,0,SHOE,1,1
10144,1,1,0,HORSE,1,1
10144,1,1,0,VILLAGE,1,1
10144,1,1,0,TOY,1,1
10144,1,1,0,MINK,1,1
10144,1,1,0,RAT,1,1
10144,1,1,0,BOTTLE,1,1
10144,1,1,0,HOG,1,1
10144,1,1,0,BOX,1,1
10144,1,1,0,BADGE,1,1
10144,1,1,0,PIANO,1,1
10144,1,1,0,CORAL,1,1
10144,1,1,0,DOLL,1,1
10144,1,1,0,BASEMENT,1,1
10144,1,1,0,JAM,1,1
10144,1,1,0,SHEEP,1,1
10144,1,1,0,MARE,1,1
10144,1,1,0,CALF,1,1
10144,1,1,0,FISH,1,1
10144,1,1,0,SEAWEED,1,1
10144,1,1,0,WEDDING,1,1
10144,1,1,0,MACHINE,1,1
10144,1,1,0,DUCK,1,1
10144,1,1,0,PIG,1,1
10144,1,1,0,TREE,1,1
10144,1,1,0,HERD,1,1
10144,1,1,0,ORNAMENT,1,1
10144,1,1,0,HEN,1,1
10144,1,1,0,PRISON,1,1
10144,1,1,0,BUSH,1,1
10144,1,1,0,DOVE,1,1
10144,1,1,0,CLAM,1,1
10144,1,1,0,VASE,1,1
10144,1,1,0,CREATURE,1,1
10144,1,1,0,DANCER,1,1
10144,1,1,0,TURTLE,1,1
10144,1,1,0,CAT,1,1
10144,1,1,0,TIE,1,1
10144,1,1,0,INSECT,1,1
10144,1,1,0,BARN,1,1
10144,1,1,0,SONATA,1,1
10144,1,1,0,MAYOR,1,1
10144,1,1,0,MINISTER,1,1
10144,1,1,0,DOCTOR,1,1
10144,1,1,0,PEDAL,1,1
10144,1,1,0,PORTRAIT,1,1
10144,1,1,0,HERO,1,1
10144,1,1,0,SLIPPER,1,1
10144,1,1,0,CLOVER,1,1
10144,1,1,0,DOCK,1,1
10144,1,1,0,RAILROAD,1,1
10144,1,1,0,EAGLE,1,1
10144,1,1,0,PHONE,1,1
10144,1,1,0,LAWYER,1,1
10144,1,1,0,KING,1,1
10144,1,1,0,ROSE,1,1
10144,1,1,0,GOLF,1,1
10144,1,1,0,SHIP,1,1
10144,1,1,0,RADIO,1,1
10144,1,1,0,BARREL,1,1
10144,1,1,0,STATION,1,1
10144,1,1,0,OTTER,1,1
10144,1,1,0,GRASS,1,1
10144,1,1,0,PREY,1,1
10144,1,1,0,MOUSE,1,1
10144,1,1,0,STUDENT,1,1
10144,1,1,0,IVY,1,1
10144,1,1,0,SHED,1,1
10144,1,1,0,MEDAL,1,1
10144,1,1,0,TEACHER,1,1
10144,1,1,0,HAWK,1,1
10144,1,1,0,TOAD,1,1
10144,1,1,0,TENNIS,1,1
10144,1,1,0,PIGEON,1,1
10144,1,1,0,PILL,1,1
10144,1,1,0,SOFA,1,1
10144,1,1,0,RUG,1,1
10144,1,1,0,LAMB,1,1
10144,1,1,0,MENU,1,1
10144,1,1,0,SEWER,1,1
10144,1,1,0,APE,1,1
10144,1,1,0,STOVE,1,1
10144,1,1,0,RUM,1,1
10144,1,1,0,HAMMER,1,1
10144,1,1,0,PONY,1,1
10144,1,1,0,MAST,1,1
10144,1,1,0,NAPKIN,1,1
10144,1,1,0,SASH,1,1
10144,1,1,0,BEAST,1,1
10144,1,1,0,HIGHWAY,1,1
10144,1,1,0,INN,1,1
10144,1,1,0,TROUT,1,1
10144,1,1,0,SHAWL,1,1
10141,1,1,0,EASEL,1,1
10141,1,1,0,POTATO,1,1
10141,1,1,0,HOTEL,1,1
10141,1,1,0,OYSTER,1,1
10141,1,1,0,MOLE,1,1
10141,1,1,0,LION,1,1
10141,1,1,0,SKETCH,1,1
10141,1,1,0,HOOK,1,1
10141,1,1,0,BACTERIA,1,1
10141,1,1,0,PYTHON,1,1
10141,1,1,0,BEECH,1,1
10141,1,1,0,PLANT,1,1
10141,1,1,0,FOREST,1,1
10141,1,1,0,DEER,1,1
10141,1,1,0,SADDLE,1,1
10141,1,1,0,BEE,1,1
10141,1,1,0,ROOF,1,1
10141,1,1,0,UMBRELLA,1,1
10141,1,1,0,MAZE,1,1
10141,1,1,0,MONKEY,1,1
10141,1,1,0,HERB,1,1
10141,1,1,0,HOUND,1,1
10141,1,1,0,FORT,1,1
10141,1,1,0,CELLAR,1,1
10141,1,1,0,TORTOISE,1,1
10141,1,1,0,WOLF,1,1
10141,1,1,0,SOUP,1,1
10141,1,1,0,POST,1,1
10141,1,1,0,MAP,1,1
10141,1,1,0,GIFT,1,1
10141,1,1,0,LACE,1,1
10141,1,1,0,FLOWER,1,1
10141,1,1,0,CIGAR,1,1
10141,1,1,0,MOSS,1,1
10141,1,1,0,ENGINE,1,1
10141,1,1,0,KENNEL,1,1
10141,1,1,0,PEN,1,1
10141,1,1,0,SHOE,1,1
10141,1,1,0,HORSE,1,1
10141,1,1,0,VILLAGE,1,1
10141,1,1,0,TOY,1,1
10141,1,1,0,MINK,1,1
10141,1,1,0,RAT,1,1
10141,1,1,0,BOTTLE,1,1
10141,1,1,0,HOG,1,1
10141,1,1,0,BOX,1,1
10141,1,1,0,BADGE,1,1
10141,1,1,0,PIANO,1,1
10141,1,1,0,CORAL,1,1
10141,1,1,0,DOLL,1,1
10141,1,1,0,BASEMENT,1,1
10141,1,1,0,JAM,1,1
10141,1,1,0,SHEEP,1,1
10141,1,1,0,MARE,1,1
10141,1,1,0,CALF,1,1
10141,1,1,0,FISH,1,1
10141,1,1,0,SEAWEED,1,1
10141,1,1,0,WEDDING,1,1
10141,1,1,0,MACHINE,1,1
10141,1,1,0,DUCK,1,1
10141,1,1,0,PIG,1,1
10141,1,1,0,TREE,1,1
10141,1,1,0,HERD,1,1
10141,1,1,0,ORNAMENT,1,1
10141,1,1,0,HEN,1,1
10141,1,1,0,KING,1,1
10141,1,1,0,DANCER,1,1
10141,1,1,0,OTTER,1,1
10141,1,1,0,BARREL,1,1
10141,1,1,0,VASE,1,1
10141,1,1,0,PIGEON,1,1
10141,1,1,0,SASH,1,1
10141,1,1,0,BUSH,1,1
10141,1,1,0,SHED,1,1
10141,1,1,0,SLIPPER,1,1
10141,1,1,0,TURTLE,1,1
10141,1,1,0,BARN,1,1
10141,1,1,0,SONATA,1,1
10141,1,1,0,BEAST,1,1
10141,1,1,0,CLAM,1,1
10141,1,1,0,PRISON,1,1
10141,1,1,0,SOFA,1,1
10141,1,1,0,PHONE,1,1
10141,1,1,0,TIE,1,1
10141,1,1,0,EAGLE,1,1
10141,1,1,0,STATION,1,1
10141,1,1,0,GRASS,1,1
10141,1,1,0,MEDAL,1,1
10141,1,1,0,GOLF,1,1
10141,1,1,0,RUM,1,1
10141,1,1,0,MENU,1,1
10141,1,1,0,INSECT,1,1
10141,1,1,0,CAT,1,1
10141,1,1,0,HAMMER,1,1
10141,1,1,0,SHAWL,1,1
10141,1,1,0,SHIP,1,1
10141,1,1,0,MINISTER,1,1
10141,1,1,0,SEWER,1,1
10141,1,1,0,HERO,1,1
10141,1,1,0,LAWYER,1,1
10141,1,1,0,PEDAL,1,1
10141,1,1,0,NAPKIN,1,1
10141,1,1,0,TROUT,1,1
10141,1,1,0,MOUSE,1,1
10141,1,1,0,DOCTOR,1,1
10141,1,1,0,STUDENT,1,1
10141,1,1,0,RUG,1,1
10141,1,1,0,CLOVER,1,1
10141,1,1,0,CREATURE,1,1
10141,1,1,0,TENNIS,1,1
10141,1,1,0,DOCK,1,1
10141,1,1,0,MAYOR,1,1
10141,1,1,0,MAST,1,1
10141,1,1,0,PREY,1,1
10141,1,1,0,RAILROAD,1,1
10141,1,1,0,TOAD,1,1
10141,1,1,0,DOVE,1,1
10141,1,1,0,IVY,1,1
10141,1,1,0,INN,1,1
10141,1,1,0,APE,1,1
10141,1,1,0,TEACHER,1,1
10141,1,1,0,HIGHWAY,1,1
10141,1,1,0,PILL,1,1
10141,1,1,0,STOVE,1,1
10141,1,1,0,ROSE,1,1
10141,1,1,0,RADIO,1,1
